SpecCode,tl,guild,len,ord,ecoregion,stream,fresh,invasive,npp,discharge,herbivory,feeding_type,add_rems,Wmax
3370,0.532754379,secCons,1.484299839,Perciformes,Nearctic,Both,Fonly,Invasive,1034.611568,15859.6983,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Rocky and sandy pools of creeks and small to medium rivers; rocky and vegetated lake margins.,NA
3371,0.542825427,secCons,1.491361694,Perciformes,Nearctic,Both,Fonly,notinvasive,1423.537564,48579.32867,mainly animals (troph. 2.8 and up),,Inhabits quiet pools and backwaters of sluggish streams; lakes and ponds.  Often near vegetation.,NA
3372,0.514547753,secCons,1.602059991,Perciformes,Nearctic,Both,FandM,Invasive,1207.015902,20844.38625,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in quiet and vegetated lakes, ponds, and pools of creeks and small rivers.  Feeds mainly on worms, crustaceans and insects (Ref. 7020) but may also feed on small fishes and other vertebrates (Ref. 1998), as well as fish eggs (Ref. 2058).",NA
3373,0.525044807,secCons,1.491361694,Perciformes,Nearctic,Both,Fonly,notinvasive,856.1725464,25064.64293,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Usually occurs over mud in vegetated lakes, ponds, swamps and quiet water areas of streams (Ref. 3814, 10294).  Feeds on fish and benthic invertebrates (Ref. 2939, 10294).",NA
3374,0.557507202,secCons,1.176091259,Perciformes,Nearctic,Both,Fonly,notinvasive,448.2753499,51441.13631,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits quiet pools of creeks and small to large, often turbid, rivers; usually near brush.",NA
3375,0.547774705,secCons,1.612783857,Perciformes,Nearctic,Both,Fonly,Invasive,843.5693998,24007.7104,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Found frequently in lakes, ponds, reservoirs and sluggish streams; occurs primarily in reservoirs in Hawaii; preferably lives in deep weed beds.  Is active mainly during dusk and dawn.  Adults feed upon snails, small crayfish, insects, worms and small minnows.  Young feed on crustaceans, insects and worms.",NA
3377,0.561101384,secCons,1.380211242,Perciformes,Nearctic,Both,Fonly,notinvasive,1352.329124,43753.58027,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Nearly always found in shallow water, preferring habitats with dense vegetation in small lakes, ponds and slow moving rivers and streams.  Feed on small aquatic invertebrates, insects, and occasionally small fishes  (Ref. 4543).",NA
3382,0.611723308,Toppred,1.838849091,Perciformes,Nearctic,Both,Fonly,Invasive,4513.759373,33279.0499,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits shallow rocky areas of lakes, clear and gravel-bottom runs and flowing pools of rivers, cool flowing streams and reservoirs fed by such streams.  Young feed on plankton and immature aquatic insects while adults take in crayfish, fishes, and aquatic and terrestrial insects (Refs. 1998; 44091).  Sometime cannibalistic (Ref. 30578).  Preyed upon by fishes and turtles (Ref. 1998). Feeds on fish and benthic invertebrates (Ref. 26273).",5410
3383,0.611723308,Toppred,1.602059991,Perciformes,Nearctic,Sonly,Fonly,notinvasive,1127.806048,4256.854386,mainly animals (troph. 2.8 and up),,,NA
3384,0.551449998,secCons,1.802773725,Perciformes,Nearctic,Sonly,Fonly,notinvasive,292.1814426,61975.2878,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
3385,0.645422269,Toppred,1.986771734,Perciformes,Nearctic,Both,Fonly,Invasive,844.2291933,23100.19385,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabit streams and lakes (Ref. 10294).  Survive in the cool areas of some highland dams where they were introduced as sporting fish (Ref. 4967).  Introduced in Europe since 1883.  Prefer warm waters of 27°C (Ref. 11273) and occur in small shallow lakes (maximum depth of 6 m) or in shallow bays of big lakes.  Rarely found in big rivers (Ref. 11243).  Juveniles feed mainly on invertebrates, plankton and insect larvae (Ref. 10294, 11243); individuals from 5 cm TL become almost exclusively piscivores but also feed on frogs and some crustaceans.  These are dusk and dawn feeders, feeding in schools chasing their prey near the surface and in zones with vegetation.  Feeding slows down in winter and during spawning (Ref. 11243).  Preyed upon by herons, bitterns, and kingfishers (Ref. 1998).",11300
3387,0.580924976,secCons,1.72427587,Perciformes,Nearctic,Both,Fonly,notinvasive,1486.510379,53247.37355,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in sand-bottomed and mud-bottomed pools and backwaters of creeks and small to large rivers, and lakes and ponds.  Often found in turbid water.",NA
3388,0.580924976,secCons,1.69019608,Perciformes,Nearctic,Both,Fonly,notinvasive,977.121539,27666.80073,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits lakes, ponds, sloughs, and backwaters and pools of streams.  Usually occurs among vegetation over mud or sand, most common in clear water.  Forms schools (Ref. 1998).  Feeds early in the morning, from midnight to 2 am (Ref. 1998).  Individuals up to 16 cm feed on planktonic crustaceans and free-swimming, nocturnal, and dipterous larvae; larger individuals feed on small fishes (Ref. 1998).  May be preyed upon by other fishes (Ref. 1998).",NA
3394,0.552668216,secCons,0.924279286,Perciformes,Nearctic,Both,Fonly,notinvasive,13328.49599,56103.05576,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits sandy runs of small to medium rivers, usually in 60 cm or deeper water.  Locally common but rapidly decreasing in abundance due to siltation and deterioration of water quality (Ref. 5723).",NA
3402,0.526339277,secCons,1.230448921,Perciformes,Nearctic,Sonly,Fonly,notinvasive,5658.54029,33033.16815,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits rocky riffles of creeks and small to medium rivers, and shores of large lakes.",NA
3405,0.51851394,secCons,0.886490725,Perciformes,Nearctic,Sonly,Fonly,notinvasive,7781.550438,36411.54681,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Inhabits fast gravel and rubble riffles of creeks and small to medium rivers.,NA
3420,0.501059262,secCons,0.857332496,Perciformes,Nearctic,Both,Fonly,notinvasive,5369.08097,47600.22477,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits vegetated lakes, pools of headwaters, creeks and small to medium rivers.",NA
3421,0.51054501,secCons,0.924279286,Perciformes,Nearctic,Both,Fonly,notinvasive,2026.970431,20082.80496,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Inhabits rocky riffles of creeks and small to medium rivers.,NA
3441,0.544068044,secCons,0.643452676,Perciformes,Nearctic,Both,Fonly,notinvasive,7648.627766,33128.42361,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in quiet, vegetated lakes, headwaters, creeks and small rivers.  Usually found over mud and sand.",NA
3445,0.503790683,secCons,0.857332496,Perciformes,Nearctic,Both,Fonly,notinvasive,2787.193141,27276.72985,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in sandy and muddy, sometimes rocky, pools of headwaters, creeks, and small to medium rivers; and in sandy shores of lakes (Ref. 5723).",NA
3450,0.465382851,secCons,1.041392685,Perciformes,Nearctic,Both,Fonly,notinvasive,1137.308355,19255.0381,plants/detritus+animals (troph. 2.2-2.79),,"Inhabits sandy and muddy pools of headwaters, creeks and small to medium rivers; and shores of lakes.",NA
3468,0.517195898,secCons,0.857332496,Perciformes,Nearctic,Sonly,Fonly,notinvasive,6703.541917,28591.98485,mainly animals (troph. 2.8 and up),,,NA
3489,0.53529412,secCons,1.255272505,Perciformes,Nearctic,Both,Fonly,notinvasive,3121.751969,53059.76196,mainly animals (troph. 2.8 and up),,"Most common over gravel and sand in medium-sized rivers but can be found almost anywhere from small, fast-flowing rock-bottomed streams to vegetated lakes.",NA
3490,0.523746467,secCons,0.857332496,Perciformes,Nearctic,Both,Fonly,notinvasive,8885.893639,37670.26898,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits pools and margins of riffles of small to medium rivers over sand or gravel bottoms, and also shores of lakes.",NA
3498,0.596597096,secCons,1.041392685,Perciformes,Nearctic,Sonly,Fonly,notinvasive,3540.345687,53230.89789,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits pools of creeks and small to medium rivers, usually with moderate current and gravel or sand bottoms.",NA
3501,0.505149978,secCons,0.924279286,Perciformes,Nearctic,Sonly,Fonly,notinvasive,381.8198772,13782.7047,mainly animals (troph. 2.8 and up),,,NA
3510,0.505149978,secCons,1.113943352,Perciformes,Nearctic,Sonly,Fonly,notinvasive,226.6481282,63755.36507,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabit fast gravel runs, sometimes riffles, of creeks and small to medium rivers.  Often found near brush (Ref. 5723, 10294).  The species was seldom found over bottom materials other than gravel and never found in quiet pools or shallow water.  Accumulations of branches and leaves in the gravel of the channel often contained darters, suggesting that these were hiding or resting sites (Ref. 69400).  The minnows, <i>Pimephales vigilax, Notropis whipplei</i> and <i>Notropis spilopterus</i> were the most abundant associated species (Ref. 69400).  Juveniles feed on midge and blackfly larvae; adults consume caddisfly and mayfly larvae (Ref. 10294).",NA
3511,0.526339277,secCons,0.892094603,Perciformes,Nearctic,Both,Fonly,notinvasive,2371.135061,71014.91311,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Inhabits rocky riffles of small to large rivers.  Adults usually occur in deep swift riffles while young in shallow riffles and runs.,NA
3515,0.608526034,Toppred,1.880813592,Perciformes,Nearctic,Both,Fonly,notinvasive,2742.989749,60943.98296,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits sand and gravel runs, sandy and muddy pools and backwaters, of small to large rivers; less often in lakes and impoundments.",NA
3516,0.619093331,Toppred,2.029383778,Perciformes,Nearctic,Both,FandM,notinvasive,2944.172439,78997.5055,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in lakes, pools, backwaters, and runs of medium to large rivers.  Prefers large, shallow lakes with high turbidity (Ref. 9988).  Feeds at night, mainly on insects and fishes (prefers yellow perch and freshwater drum but will take any fish available) but feeds on crayfish, snails, frogs, mudpuppies, and small mammals when fish and insects are scarce (Ref. 1998).  Although not widely farmed commercially for consumption, large numbers are hatched and raised for stocking lakes for game fishing (Ref. 9988).",11016.66667
3576,0.503790683,secCons,1.602059991,Perciformes,Nearctic,Unknown,FandM,notinvasive,376.8646515,10135.65822,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
3577,0.526339277,secCons,1.977723605,Perciformes,Nearctic,Both,Fonly,notinvasive,313.1847482,38667.04812,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Occurs in bottoms of medium to large rivers and lakes.  Feeds on mollusks, benthic crustaceans, and insects.",24720
3612,0.451786436,secCons,1.6599162,Perciformes,Neotropic,Both,Fonly,notinvasive,49.77534831,341970.5578,plants/detritus+animals (troph. 2.2-2.79),variable,"Preferably inhabits quiet shallow waters in mud-bottomed and sand-bottomed canals and ponds (Ref. 5723).  Usually solitary (Ref. 9088). Benthopelagic (Ref. 58302).  Feeds on small fish, crayfish, worms and insect larvae, terrestrial invertebrates and aquatic macrophytes (Ref. 9089). Omnivore (Ref. 76754).",NA
3613,0.556302501,secCons,1.089905111,Perciformes,Neotropic,Sonly,Fonly,notinvasive,112.1196681,120709.4915,mainly animals (troph. 2.8 and up),,,NA
3614,0.460897843,secCons,1.477121255,Perciformes,Neotropic,Both,Fonly,notinvasive,34.5011494,6615.173375,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits pools and runs of small to large rivers; prefers warm water and vegetation. Feeds on worms, crustaceans, insects and plant matter.",NA
3615,0.5132176,secCons,1,Perciformes,Neotropic,Both,Fonly,Invasive,1176.855505,9074.051187,plants/detritus+animals (troph. 2.2-2.79),variable,"Inhabits flowing water from small creeks and streams to the shallows of large and fast flowing rivers. Prefers rocky habitats and finds sanctuary in the various cracks and crevices provided by this type of environment. Occurs in warm pools of springs and their effluents. Feeds on worms, crustaceans, insects, fish and plant matter.",NA
3616,0.547774705,secCons,1.397940009,Perciformes,Neotropic,Sonly,Fonly,notinvasive,98.42783417,4030.585091,mainly animals (troph. 2.8 and up),variable,"Occurs in swampy areas with warm, murky water. Found in weedy, mud- and sand-bottomed canals and drainage ditches (Ref. 5723). Prefers coastal plains and slow moving waters of the lower river valleys. Feeds on worms, crustaceans, insects and fish. Lethal lower temperature is 8 deg Celsius (Ref. 40602). Ominovore (Ref. 78170).",NA
3617,0.45484486,secCons,1.301029996,Perciformes,Neotropic,Both,FandM,notinvasive,51.75186181,433242.7611,mainly plants/detritus (troph. 2-2.19),variable,"Occurs in warm spring pools and their effluents. Feeds mainly on fruits, seeds, green algae and detritus.",NA
3826,0.40654018,Omni,1.612783857,Perciformes,Neotropic,Sonly,FandM,notinvasive,236.2740471,5846.130773,mainly plants/detritus (troph. 2-2.19),grazing on aquatic plants,,1156.333333
3828,0.587710965,secCons,1.643452676,Perciformes,Neotropic,Sonly,FandM,notinvasive,237.0809626,6069.353777,,,"Inhabits rivers of low to high current velocity and stagnant waters between sea level and 100 m elevation, generally occurs in freshwaters but sometimes in slightly brackish river mouths.  More abundant near the coast and only large individuals are found upstream.  Benthic species that lies waiting for prey, shrimps and fish under stones or overhanging shorelines (Ref. 36880).",NA
3829,0.57054294,secCons,1.397940009,Perciformes,Neotropic,Sonly,FandM,notinvasive,360.0079474,18666.22881,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
3832,0.487138375,secCons,1.477121255,Perciformes,Palearctic,Unknown,FandM,notinvasive,1383.380295,10573.4601,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),"Inhabits muddy and sandy bottoms along the shore of bays and estuaries, sometimes ascends rivers (Ref. 559). Larvae and juveniles (0.9-1.3 cm SL) took mainly small planktonic animals, while newly settled and benthic juveniles (1.4-2.0 cm SL) consumed predominantly small benthic or epiphytic crustaceans, along with polychaetes. The contribution of polychaetes to the diets increased in larger individuals (2.1-5.3 and 5.4-11.4 cm SL). (Ref. 53631).",NA
3858,0.511883361,secCons,0.875061263,Perciformes,Neotropic,Unknown,FandM,notinvasive,107.6000511,8588.705766,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),,NA
4061,0.525044807,secCons,1.230448921,Scorpaeniformes,Nearctic,Both,FandM,notinvasive,3427.815996,84529.49019,mainly animals (troph. 2.8 and up),hunting macrofauna (predator),Inhabits gravel and rubble riffles of medium to large rivers and rocky shores of lakes (Ref. 5723).  Occasionally enters estuaries (Ref. 5723).  Feeds mostly at night and mostly on aquatic insects and benthic invertebrates (Ref. 27547).  Generally solitary but large aggregations have been noted (Ref. 27547).  Makes regular seasonal migrations associated with spawning (Ref. 27547).  Considered a forage fish for some salmonids (Ref. 1998).,NA
